,median_home_val,num_habitaciones,num_vecinos,total_habitaciones,total_baños,x0_AL,x0_AR,x0_AZ,x0_CA,x0_CO,x0_FL,x0_GA,x0_IA,x0_IL,x0_IN,x0_KS,x0_KY,x0_LA,x0_MI,x0_MN,x0_MO,x0_MS,x0_NC,x0_NE,x0_NM,x0_NV,x0_OK,x0_OR,x0_SC,x0_TN,x0_TX,x0_WA,x0_WI,x1_F,x1_M
23,8.873550425022824,-1.1144482548724237,-0.9551451625427511,-1.2916541715523773,-1.6273281277840694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,7.53857295003945,-1.0558742145203004,-0.6779470692975805,-0.49064608421982886,-0.6047165595031054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,7.197437134418121,-0.7462685726590781,-0.6952719501254037,-0.809414608770537,-0.8876076878888859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,7.038697263128416,-0.9638292939669642,-1.2323432557879215,-1.299827723463934,-1.1591445182096523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,6.902367954257054,-0.9638292939669642,-0.1148884423933279,-0.2863072864309134,-0.06043499481210336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,7.696951001100516,0.7933919165967303,0.7340307181700068,0.6127834238403145,0.5473823228809997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,7.852319513455735,-0.1521604490875434,-0.3834240952245868,-0.34352214981180973,-0.3285896937943547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,7.565111922478714,0.7933919165967303,-0.08890112115159317,0.9887668117719188,1.1612391608214507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,8.846257642124314,0.977481757703403,0.9939039305873542,0.5719156642825314,-0.11575700027781108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,7.751895580354241,-0.2693085297917897,-1.2583305770296562,-0.2699601826078002,-0.763193570793517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,8.52728010669639,-0.48686925109967566,-0.1928504061185321,0.23680003590871004,0.6271039901459934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,7.534101807412393,-0.4031920505966426,-0.6086475459862879,-0.637770018627848,-0.47885295754837304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,8.722904729026054,0.15744519277367894,-0.4960358206054373,-0.3190014940771399,-0.9173221275058381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,8.33599461668557,1.2452487993131087,-0.13221332322115106,1.0051139155950322,0.5995637778180865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,7.073138457784698,-0.6123850518542252,-0.790558794678431,-0.7031584339203009,-0.8704554503864176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,8.700817595444983,0.2829609935282285,0.04103548505708052,0.10602320532380419,0.3178805534817756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,7.612531912559202,0.42521223438338474,0.2489340549909584,0.39209752222828576,1.0138748667861595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40,7.009879992559901,-0.5287078513511921,-1.1283939708209827,-0.9401914393554428,-0.68757877729672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,7.239317726109527,0.1072388724718591,-0.8338709967479889,-0.13100980011133773,-0.26022232459437533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,8.275324268992703,2.6008194474622446,-0.13221332322115106,-0.10648914437666786,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,5.994381479769127,-1.340376696230613,-1.613490634000031,-1.5613813846337457,-1.6751611281430656,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,7.94625571198505,-0.5287078513511921,-0.686609509711492,-0.2617866306962436,-0.2911446682607971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,7.016334848097046,-0.7379008526087748,-1.838714084761732,-1.3488690349332737,-1.1064799016527775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,6.957149415789183,-0.47013381099906904,-0.3141245719132942,-0.5151667399544987,-0.6926519743044924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,7.852319513455735,2.2242720451985956,2.4232065988827647,2.0268079045396092,1.2682594596044574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,9.215816004062464,0.785024196546427,0.75135559899783,0.6699982872212108,0.8665105727508682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,8.119241939121467,-0.3278825701439128,-0.2015128465324437,-0.2944808383424701,-0.046181727028362075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,7.551903606412963,-1.2483317756772765,-0.9724700433705742,-1.2017451005252546,-0.9344743650083065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,8.159113314175483,1.2954551196149287,1.5223127958359604,1.6181303089617782,1.2617367777373216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,8.51473150231026,2.1656980048464725,-0.13221332322115106,2.631650745994799,2.7991570519022293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,7.186057409531889,-1.6081437378403187,-1.4315793853078878,-1.6349433518377552,-1.08135549742381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,8.291393029931083,0.759921036395517,0.05836036588490367,-0.1228362481997811,-0.05777760590327024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,8.798693176459802,2.0569176441925294,1.964097256945451,2.1657582870360716,2.143989895469918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,8.1102327164958,-0.4115597706469459,-0.002276717012477378,-0.04110072908421493,0.032090455377268054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57,9.273691203167488,-0.5036046912002823,-0.17552552529070894,-0.38438990936959283,-0.17663536437107896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,7.852319513455735,1.2117779191118956,1.4097010704551098,1.838816210573807,-0.05777760590327024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,8.362885564105383,1.4460740805203882,1.4356883916968446,1.708039379988901,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,7.465309854107605,-0.08521868868511695,-0.1148884423933279,-0.34352214981180973,-1.1180757805276857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,7.422394248585199,-0.5872818917033154,-0.5566729035028184,-0.5969022590700649,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,7.797387938643367,-0.6960622523572583,-0.6779470692975805,-0.744026193478084,-0.8682812230973723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
63,7.30386489306157,0.05703255217003926,-0.21883772736026685,-0.2944808383424701,-0.24210376385233132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,7.451146897324928,-0.7462685726590781,-0.7125968309532268,-0.809414608770537,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,7.852319513455735,1.4126032003191749,1.7128864849420151,1.5854361013155518,2.2928036743645728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,7.608284890664263,-0.09358640873542025,-0.5739977843306415,-0.3190014940771399,-1.804406861436313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,7.947939441802701,-1.1060805348221203,-0.7125968309532268,-0.9320178874438861,-1.098749315736172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,7.342771902168374,-0.7797394528602913,-0.8685207584036352,-1.021926958471009,-0.05777760590327024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,6.014433507213666,-1.867543059399721,-1.8473765251756435,-1.9291912206537936,-2.069904171509731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,7.035524227436432,-0.6207527719045286,-0.851195877575812,-1.1118360294981318,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,7.852319513455735,2.617554887562851,2.5098310030218802,2.607130090260129,2.446932231076894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,6.815971065872366,-1.0391387744196938,-0.8858456392314584,-0.9483649912669995,-0.30708900171379583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73,8.05185242324303,0.977481757703403,0.6733936352726257,0.6536511833980975,-0.12397074781420436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,7.94625571198505,-0.8132103330615046,-0.7299217117810499,-0.7276790896549707,0.17220732511574174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,9.199180451453902,-0.09358640873542025,0.9679166093456194,0.857989981187013,-0.05777760590327024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,7.549690388766684,-0.5119724112505856,-0.6086475459862879,-0.1718775596691208,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77,5.685636319103307,-1.365479856381523,-1.2323432557879215,-1.1608773409674715,-1.2458720289615695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78,7.239317726109527,-0.009909208232387187,-0.4787109397776142,-0.10648914437666786,0.03547258671578293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,8.056546871002318,0.29132871357853185,0.46549506533874785,0.43296528178606886,1.2438597978051715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,8.141526127347987,1.3289259998161418,1.8428230911506889,1.3810973035266365,1.266326813125306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,7.753819859765612,-0.48686925109967566,-1.1890310537183637,-0.9238443355323296,-0.8231056116472093,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,7.536339115947475,-0.3780888904457327,0.1709720912657542,-0.1228362481997811,-0.27375084994843485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,8.098133753984031,-0.2860439698923963,-0.2015128465324437,-0.5642080514238385,-0.43198628042895254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
84,7.7148401560418645,-0.06011552853420703,-0.3054621314993826,-0.0737949367304414,-0.17736010680076073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
85,7.852319513455735,2.759806128418007,-0.13221332322115106,-0.10648914437666786,2.875738168638602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,7.295954559549887,0.5256248749870244,0.5521194694778636,0.5473950085478615,1.581589770036872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,9.089898604974023,1.2034101990615922,1.6262620808028994,1.3565766477919665,-0.05777760590327024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,8.708886991203078,-0.2525730896911831,1.2711020238325246,0.7599073582483336,1.0375497861557637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,6.770690655833358,-0.9721970140172674,-1.2410056962018332,-1.0546211661172353,-0.9516266025107748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,8.207831225193802,0.8687013970494599,0.976579049759531,0.9397255003025791,0.7549002385798771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
91,7.900044465430192,0.39174135418217154,0.43950774409701315,0.2940148992896064,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92,7.889573277426012,0.29969643362883513,0.15364721043793103,0.10602320532380419,-0.1184143891866442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,8.154736203776384,0.2327546732264087,0.6733936352726257,0.3594033145820593,0.8268913199282654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,6.808525264943231,-1.315273536079703,-1.3622798619965952,-1.3161748272870473,-1.413770691837844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,8.062782828809024,-0.07685096863481364,0.14498477002401947,0.02428768620823801,0.052624824218251265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,6.967187806337451,-1.0224033343190873,-0.8338709967479889,-0.9401914393554428,-0.05777760590327024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,6.551013608036596,-0.1354250089869368,0.16230965085184262,-0.09014204055355463,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,8.471728731079766,1.5464867211240279,1.9467723761176279,1.5527418936693254,1.5458358101725718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,8.38179872387349,-0.2944116899426996,-0.5826602247445531,-0.43343122083893254,-0.8305946167539208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,6.646438518276036,-1.1144482548724237,-1.0244446858540437,-1.103662477586575,-1.289839736362263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,7.947939441802701,0.7682887564458203,0.7946678010673879,1.1440642980914946,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,7.60189081357644,-0.7295331325584715,-0.5739977843306415,-0.8421088164167634,-1.1697740738449847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
103,8.545345940281372,1.2201456391621988,1.5223127958359604,1.520047686023099,2.8916825020916006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,9.059113105682073,0.7933919165967303,1.1325029772099393,1.045981675152815,0.38431527620260364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,8.426229366141602,0.9440108775021897,1.4183635108690216,1.2666675767648439,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
106,6.555496269238376,-1.4073184566330394,-1.5355286702748268,-1.3652161387563868,-1.2883902515028995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
107,7.060711242742945,-0.24420536964087977,0.11899744878228471,1.029634571329702,2.7861116881679577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,7.3756548062084635,-0.7379008526087748,-0.40074897605241,-0.6132493628931781,0.458722165649931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,7.549690388766684,-0.7797394528602913,-0.8165461159201658,-0.6541171224509612,-0.23050788497742314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,6.67547826320813,-1.373847576431826,-1.4835540277913573,-1.6758111113955383,-1.728792067939516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,9.299104339362875,0.3833736341318682,0.5261321482361289,0.33488265884738944,1.1141309028921365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,7.662544553719299,-0.05174780848390372,-0.002276717012477378,0.2122793801740402,0.5367527672456672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,7.288000103687925,-0.009909208232387187,-0.41807385688023313,-0.1718775596691208,-0.05777760590327024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,7.618879090028157,-0.5789141716530121,-0.4960358206054373,-0.7930675049474237,-1.7430453357232571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,7.225494106333898,-0.7044299724075617,-0.7472465926088732,-0.7195055377434142,-0.8462973693970256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,7.852319513455735,-0.5538110115021021,-0.16686308487679738,-0.3190014940771399,2.114033875043072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,8.043994756319801,-0.8634166533633244,-0.8771831988175468,-0.8339352645052068,-0.19427076349333514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,7.8214469748723054,0.18254835292458885,0.006385723401434201,0.22045293208559683,0.2915482452033383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,7.569487903905644,0.46705083463490127,0.18829697209357735,0.23680003590871004,0.2548279620994624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120,7.915611503030138,0.4084767942827781,0.08434768712663841,0.2613206916433799,0.1992643758238608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
121,8.6927045033959,0.6176697955403608,0.7773429202395646,0.41661817796295564,0.2760870733701274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,7.493223199650555,-1.5997760177900153,-0.13221332322115106,-1.5123400731644059,-1.153588159582092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,8.092046656612181,-0.11868956888633017,-0.04558891908203527,0.18775872443937036,0.8425940725713701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,7.136649447925829,-0.5036046912002823,-0.5046982610193489,-0.2781337345193568,-0.21359722828484873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
