,ID,DUIS,PAST_ACCIDENTS,CREDIT_SCORE,ID_SEGURO
75,480452,0,0,0.7641329165005233,9119049
76,93199,0,0,0.4775169603837716,7314055
77,125802,0,1,0.6812332078486962,3488504
78,616663,0,0,0.4671555457007022,386558
79,423497,0,0,0.3941632454999797,8610856
80,492837,0,0,0.6610607322734078,6985493
81,422563,0,1,0.6651879748430346,4695256
82,185231,0,0,0.560770206632082,4326218
83,949152,0,0,0.7454327103696547,1079080
84,859453,0,2,0.53257435224505,7841964
85,466578,0,0,0.5267473391434415,2553111
86,998214,0,0,0.4124517461654282,3598958
87,828462,0,6,0.3871071449018297,8841155
88,511837,1,1,0.5499938678343249,7507250
89,554995,0,0,0.5853420947575604,5436543
90,680717,1,3,0.5987396054343311,5306262
91,978021,0,6,0.6026557000791793,1374937
92,509815,0,0,0.5114570584803535,9841767
93,6676,0,2,0.5586591735288894,9922141
94,362280,0,0,0.6284070137170304,3956036
95,883018,0,0,0.5057903732571783,468194
96,889355,0,0,0.7268184180645275,8905671
97,198273,0,2,0.6904423335733175,8184626
98,197763,0,2,0.4796771646619314,9387430
99,55670,1,0,,1423310
100,545941,0,2,0.4405592041968235,4428291
101,814196,0,0,0.634052597196068,8577147
102,560160,0,0,0.4574695879943666,3103129
103,320444,0,0,0.3086490182004943,1649307
104,305793,0,0,0.2458351852340737,8720529
105,362190,0,0,0.3056465190413162,4029954
106,62647,0,1,0.7440140862681482,4139567
107,296948,0,0,0.6704645467899408,7755940
108,673660,1,3,0.6830407984824192,3676073
109,945867,0,0,0.828628569053192,1995471
110,391880,2,2,,8319752
111,241973,0,2,0.6293380939717407,3581796
112,429503,0,0,0.28372421050714,8710158
113,810013,0,0,0.4576486815858435,4674991
114,663458,0,0,0.3049876423937953,5512736
115,879976,0,0,0.5517442884135392,1116833
116,418841,0,0,0.3186855562451054,2654601
117,542236,0,0,0.436944194154781,9864131
118,937573,0,1,0.6291939843221722,9714613
119,670850,0,0,0.4055600158887265,8956716
120,151252,0,0,0.6235462115803201,4998450
121,706349,1,2,0.7270329897821235,7482428
122,602998,1,7,0.426828388879915,222936
123,242772,2,0,0.5036589704487734,7772142
124,393449,0,0,,5593875
125,380740,0,3,0.7264400018455291,9528868
126,938115,0,0,0.2444900931240796,4845887
127,727943,0,0,0.5757707974509628,3167375
128,766309,0,0,,822733
129,261229,0,0,0.468671965728324,7505031
130,60866,0,2,0.6970834558464781,3631892
131,752797,1,0,0.5429181079423034,8637995
132,45002,1,2,0.6722562535141292,7402277
133,482448,0,0,0.3864066185703315,3855966
134,549142,0,0,0.5512978330713669,4581297
135,95138,1,4,0.5985570254244251,4050484
136,851152,0,1,,7679308
137,615991,0,1,0.5824219946087406,1680956
138,424820,0,1,0.540182723180248,7802483
139,807847,1,4,0.6330139475122963,8982625
140,758983,0,3,0.552204630296896,2586059
141,987114,0,0,0.3266816101781183,7187805
142,873457,1,1,0.5880825424047316,3789761
143,699703,0,0,0.7022748020975709,7453533
144,563342,0,0,0.7266055391975765,948327
145,504412,2,3,,1663528
146,284106,1,5,0.73238212135242,7842091
147,78189,0,0,0.2012839211827758,3594111
148,427520,1,0,0.4641607076311848,2360419
149,689030,0,1,0.6579677428053038,8688284
150,966467,2,4,0.6002161554309658,291957
151,288712,0,7,0.6663760181644964,4888080
152,228114,0,0,0.4031472802313768,3451770
153,63715,1,5,0.4169350441301069,7822088
154,624077,0,1,0.5948797136778915,8755376
155,726352,0,1,0.3804265034620669,1256241
156,150072,0,0,,5291104
157,792396,2,2,0.680617632406099,677614
158,768933,0,0,0.3559504699938693,1256747
159,452356,0,0,,8086162
160,849811,0,1,0.587831426389767,6087702
161,579336,0,2,0.5733880426029547,3927220
162,648922,0,0,0.2964062828237805,4620416
163,47909,0,4,0.4295096986208441,5106417
164,619577,0,0,0.6885687186194461,7610440
165,212678,0,1,0.700017431968704,5143818
166,579720,0,1,0.4495886310379405,9232862
167,995884,1,1,0.6900455818778344,9126711
168,226326,0,1,0.4960298730510012,1035810
169,943922,0,0,0.6563457625165399,5392196
170,510116,0,0,0.4983566259941653,2717502
171,536546,0,0,0.5463825431033477,6587404
172,75592,0,1,0.3158628767091658,1758470
173,487116,0,2,0.5300643171181573,5643484
174,936820,0,0,0.3578391720711443,4328204
175,634050,0,2,0.672756052841708,8479190
176,307397,0,2,0.7419993760301162,6336108
177,558748,0,0,0.6226519789949738,667742
178,856630,0,0,0.4801406677163008,4341200
179,200009,1,3,0.6787954309829434,1018433
180,784462,1,6,,5850742
181,792252,0,1,0.5152467080125883,1168108
182,462586,0,1,0.4899205986325767,1515591
183,577965,0,6,0.4219579486132668,3882515
184,818248,0,2,0.5843548496662949,8635136
185,491438,0,0,,8052030
186,896587,0,0,0.5581569698935803,5800114
187,431538,0,0,0.19414954837432,1143230
188,164516,0,0,0.300497330390378,4623762
189,479577,0,0,0.6670906918498556,1208866
190,395233,0,0,0.6130724079074048,6747506
191,221838,0,2,,5654838
192,938476,0,1,0.5952817629709132,6252056
193,112454,0,0,0.3482357882933829,1000626
194,91246,0,1,0.3566396714745861,8031064
195,2743,0,0,0.3486591269429803,9333177
196,248888,0,0,0.5594684860915574,3841637
197,195523,0,0,0.514483730987584,6653968
198,981926,1,0,0.5626384060668865,5046184
199,593426,2,1,0.5717246252857962,3281711
200,235574,0,2,0.6510078690171576,1989271
201,440993,0,0,0.3707348173567914,1643993
202,446993,0,0,0.3051450776813433,602146
203,82684,0,5,0.5744144216758436,3240383
204,301242,0,1,0.4500145680826032,7653077
205,784122,1,4,0.6364490959261638,2481363
206,884967,0,8,0.4576717029360895,8058383
207,7722,0,0,0.3357473732007096,8364690
208,278557,2,0,0.3186947648911332,4612926
209,123443,0,0,0.5578403271955679,2417587
210,112143,0,0,0.1924274124285441,5530446
211,912138,1,3,0.3528243251354439,1689890
212,601305,0,0,0.647569234863379,9433419
213,602274,0,0,0.4572362634438549,52649
214,352099,0,1,0.5042469291759577,2246935
215,660400,0,0,0.3749625006784157,9051051
216,267614,0,0,0.6603156212983624,8438053
217,974380,0,0,0.4169178873741152,8706338
218,346585,1,0,0.6350840347750659,4052030
219,536135,0,0,0.4049288507406456,6872743
220,75569,0,0,0.4956283926329951,5012231
221,415320,0,0,0.3921778349659278,5333352
222,645135,0,2,0.5149450496137513,9895371
223,421596,2,10,0.5032225392796313,1029758
224,164636,0,0,0.7140339031205747,9375598
225,405100,0,1,0.3670512395145257,6182450
226,315223,0,0,0.5793929043624154,7370787
227,628723,0,4,0.5584702236402418,8738740
228,483693,0,0,0.2919776582051944,8819383
229,416795,0,0,0.6615841421190086,9002734
230,712973,0,0,0.3788290288330991,3357423
231,755061,0,0,0.3740705590179875,9503486
232,625426,1,2,,9562621
233,162614,0,5,0.4593785751523136,4365683
234,732843,0,5,,2017597
235,466761,0,0,0.4654506837575693,4113498
236,498232,0,0,0.4086866980912735,7309832
237,170391,0,2,0.5888021385021842,9229089
238,918640,1,0,0.61502467895473,3652097
239,937134,0,0,,8267712
240,273764,0,1,0.5464601140543317,6093286
241,418555,0,1,,9228780
242,344228,0,0,0.737994819837278,3966436
243,809278,0,0,0.4273733642706479,3075999
244,68145,0,0,0.4129918414421705,6053714
245,128369,1,1,0.6953231970861331,2326578
246,194925,0,0,0.2912344134674337,756270
247,303507,0,0,0.2441332629984765,6468090
248,244931,0,0,0.5082740148521835,2689797
249,570030,0,0,0.2932584812581273,7274127
250,918038,1,0,0.3436417190829057,9795748
251,102325,0,0,0.5033225200786,1921611
252,653061,0,0,,6013859
253,706892,0,0,0.6630513690689503,6563864
254,761911,0,0,0.2027084379448271,5406051
255,271656,0,0,0.665343329329833,7851339
256,820690,0,5,0.5386236932875669,2893270
257,622930,0,0,0.4101367047885667,5064554
258,81394,0,0,0.3136455846123201,7844106
259,373844,0,0,0.5073241356207076,5952122
260,368392,0,0,0.2095073883823189,1399080
261,447175,0,0,0.4907240542637642,3541402
262,182095,0,0,0.5814986743175801,60224
263,451696,0,0,0.6850359505244253,2499675
264,953021,0,0,0.4739316494372351,3072478
265,462465,0,0,,3376062
266,617007,0,2,0.5128461364179456,9887719
267,560773,0,1,0.6624617559275001,1167970
268,438008,0,4,0.5564133152355352,7327185
269,212573,0,0,0.2673466585061873,720061
270,492516,0,4,0.8094112590513309,4621161
271,538225,0,0,0.3679435479917757,8385986
272,658402,0,3,0.5033547111991341,1042526
273,325516,0,0,0.5342877060116482,7005788
274,200283,0,0,,9038592
275,913707,0,0,,172607
276,905750,0,1,0.4490117755463273,3413398
277,107029,0,3,0.8032523419405172,9786364
278,304803,0,0,,1157102
279,124204,0,0,0.186185114720855,6829245
280,781586,1,0,,9120438
281,644662,0,1,0.3151293556030717,7369351
282,903407,0,0,,532113
283,968669,1,2,0.4836380123288594,3729136
284,993267,1,0,0.3858741008429725,2506266
285,423938,1,5,0.6343725020457226,6589723
286,125168,0,0,0.3621741186724681,6441334
287,175635,2,3,,8325703
288,525386,0,1,0.6928836357133882,4938267
289,500215,0,3,0.5777028525076912,6134290
290,572994,1,1,0.6640650143948857,1241989
291,58735,0,1,0.4897024062963834,6541165
292,319953,0,0,0.2828694808711571,2324101
293,487355,0,0,0.4317004117968687,8950182
294,232470,0,0,0.1264534313986037,9703355
295,565198,0,0,0.2859976102627207,9289006
296,371727,0,1,0.5430074428650375,1676020
297,165944,0,1,0.3706567853008601,6231488
298,532459,0,0,,1529453
299,613091,0,2,0.7917101109944502,327244
300,88882,0,2,0.4717963087189384,5866829
301,187197,0,0,,3054961
302,351757,1,2,0.628633149594721,1357000
303,735929,0,0,0.3448180556225356,9998112
304,224890,0,1,0.5478225909631781,2319767
305,864601,0,0,0.3398648345906033,5998896
306,485798,0,0,0.2897871439465148,3792909
307,733833,0,0,0.5979347864750699,1242269
308,750465,0,0,0.3692930793988261,5057655
309,660556,1,6,0.4171250369936769,4577360
310,28109,1,4,0.570277670616915,187509
311,219960,0,0,0.5340483380212564,9601983
312,252894,0,0,,9741412
313,76297,0,0,0.5968280062363127,7880716
314,763891,1,4,0.6409488031039333,4301844
315,403707,1,0,0.5860627511953006,9090119
316,792734,0,0,0.6168247780300146,4453571
317,268227,0,1,0.3224660183950982,1166194
318,519764,0,0,0.344957864738121,1404310
319,912172,0,0,0.7154034227572682,3666418
320,560068,0,1,0.4082920061533436,5980852
321,652414,0,0,0.2708440121659797,8115703
322,126077,0,2,0.606735714725739,1273795
323,220269,1,3,0.5824680179178995,7457256
324,136946,0,0,0.6062206447979116,7863299
325,379940,0,0,,7026530
326,856902,0,0,0.755633866133054,3792473
327,241888,0,0,0.2912086260521752,9818895
328,908199,0,0,0.6161117243839742,3450808
329,373218,0,0,0.4712361399215783,9665004
330,656042,0,7,0.6782370223364715,2163862
331,313500,0,2,0.5153486460517401,9374986
332,919241,1,4,0.507690848953627,4384298
333,647888,0,1,0.509910296776192,3167124
334,161832,0,0,0.5038597346352107,551292
335,476769,0,3,0.577135941672739,5119624
336,431314,0,0,0.6477554969922709,347630
337,351356,0,0,,3917349
338,447424,2,4,0.5778131836961647,2490649
339,201707,1,2,0.4953502835315234,7457222
340,903320,0,0,0.4526765592626403,6400897
341,486639,0,0,0.6164262036016749,3838849
342,252686,0,1,0.3457261884790099,9587444
343,233200,0,0,0.5841273528155413,9504304
344,667165,0,1,0.6117018176344066,8926300
345,950296,0,0,0.5458900735115071,2409177
346,243888,0,1,0.1436568483193364,2580946
347,605896,0,0,0.3262403387046744,568174
348,871858,0,0,0.2806543806481637,1918364
349,200829,1,1,,2177697
350,319494,0,0,0.7306774626064182,3759961
351,959164,0,0,0.5783712166428834,167169
352,444813,0,4,,4025189
353,675192,0,1,0.4816627514207715,1867770
354,546719,1,1,0.2516227091679711,4976220
355,96803,0,1,0.5872893810932033,2705924
356,37956,0,0,0.5573996021834157,6535370
357,739932,0,0,0.4289832028689519,4777853
358,103308,0,4,0.6403236933748687,6236448
359,123892,0,4,0.4972878528954948,2984088
360,824793,0,1,0.4466473449579012,2949114
361,487034,0,4,0.2710642145687786,8963841
362,253078,0,0,0.5655780916935856,8139774
363,587387,0,2,0.381262306885702,9839815
364,334556,0,0,0.6391281575503801,6735504
365,403057,0,0,,7902018
366,732295,0,3,0.6862027857536264,9540472
367,933941,0,1,0.4259830675931939,2131895
368,520007,0,0,,9887597
369,871263,0,0,0.5838061362917646,9872938
370,864717,1,7,0.5873165927562172,8840987
371,565346,0,0,0.566843891896652,309608
372,718626,0,1,0.6237655956418446,8228093
373,921816,0,0,0.8336684211611398,2382248
374,431031,0,0,0.4842558344936022,2763391
375,200636,0,0,0.6618055009919552,8106186
376,70755,0,0,0.3598177475144207,8456855
377,22475,0,0,0.5905674346205279,3079527
378,254814,0,0,0.4378786301039939,4279306
379,799392,0,0,0.4010182348532662,4981382
380,429212,0,0,,9560304
381,408048,0,0,0.5360001927513722,7548636
382,312015,0,1,0.8748299910505895,6612112
383,280243,0,1,0.6068501228266245,449462
384,161784,0,0,0.2076497221944782,9270484
385,979772,1,1,0.6019296536623298,3895813
386,173922,0,0,,9287725
387,297613,0,0,0.6600195827192816,4829223
388,178142,0,4,0.5739100548968327,7467670
389,622497,0,0,0.4611558624028447,457177
390,342957,0,0,0.5411543588314012,2141307
391,318054,0,0,0.7486839299000425,3585060
392,178359,0,3,,3713273
393,821985,0,5,0.7896637075334306,1844255
394,810334,0,0,0.6261539579803245,5913619
395,818305,0,2,0.4826533172678877,186851
396,586430,0,4,0.6277262155079715,9578617
397,662672,0,2,0.4351936688486559,7100185
398,770081,0,1,0.4676859181203905,1514939
399,787457,0,1,0.4064304948022721,550759
400,527739,0,0,0.4287285121728106,4842199
401,965475,0,0,0.4180972967647553,3354534
402,692484,0,1,,1834797
403,571298,0,0,0.7403410730107258,7232547
404,701289,0,1,0.7297169089422261,3933852
405,879256,0,0,0.4040051987550686,6323591
406,649732,1,3,0.530349303316289,6685234
407,855779,0,2,0.597964121410427,2485211
408,625532,0,1,0.3481526200753498,1635086
409,506830,0,0,0.5953854959206422,8041220
410,291891,1,1,,4814852
411,3025,0,0,0.6013122510598804,4286906
412,683267,0,0,0.5664369365922711,9839058
413,839311,1,6,,7142828
414,969959,2,0,0.4328792985209903,2583712
415,694890,0,1,0.4149902226943815,3877463
416,912505,0,0,0.5765924303012139,5975536
417,298912,1,0,0.7265435592483527,4384307
418,336753,1,5,0.3479315814537255,6949839
419,667341,0,0,0.431177855086253,9315973
420,790649,0,0,0.5549228533835855,7286051
421,967869,0,0,0.5496378489364446,6786
422,806032,0,0,0.3264636475532248,8838816
423,648666,0,1,0.5289956747622162,794953
424,21860,0,0,0.5125630718902512,1533092
425,983493,0,0,0.4233770903561658,1320271
426,916881,0,0,0.3943709791327737,241792
427,381852,0,0,0.4917990064486278,103900
428,937208,1,0,0.6049973930028122,2693217
429,95412,0,4,0.7080741498657761,6687136
430,607006,0,2,,2566229
431,157650,0,0,0.5608602241643745,6593510
432,84004,1,1,0.7582763049169894,2220951
433,615309,0,0,0.6399732727427584,1327119
434,137282,0,0,0.3513704740787498,8387324
435,46700,0,4,0.6970379976874882,4272655
436,650982,0,2,0.6441497497980374,1196961
437,495635,1,1,0.5082183942474046,2135097
438,411155,0,2,0.5008837971973815,5908561
439,471169,0,1,0.696136173927799,6814165
440,725883,1,0,0.4715767933840966,448389
441,425246,1,0,0.4623747202774952,4937277
442,887542,0,3,0.5096553789344698,4770006
443,541272,0,3,0.4178900827649721,5396947
444,826670,0,0,0.6901480984334583,5547542
445,743957,0,0,,3093376
446,574624,0,0,0.5619369424716061,2615767
447,453895,0,3,0.6426937467690333,4982089
448,111851,1,3,0.6045001028396074,4729248
449,47628,0,0,0.4347996406673757,7059220
450,708828,0,0,0.5598309463350708,7414019
451,819883,1,1,0.4439520209197586,8542660
452,232634,0,0,0.4163929572947172,1983720
453,892258,0,1,0.5294607648450482,5369381
454,243010,0,0,0.4186940795440341,8279269
455,368602,1,7,0.7018912453366748,9609558
456,623636,0,2,0.6847622988569981,303664
457,757103,0,1,0.5200147589908034,3408521
458,771076,0,2,0.5200856350041609,2435360
459,375862,0,1,0.5756575676623218,8646779
460,732956,0,3,0.5527408665056415,99816
461,774402,0,0,0.4503293443741408,380732
462,679565,1,2,0.6061159887314591,6842287
463,656626,0,0,0.5641567210231543,4731389
464,146700,0,2,0.5080083451806122,713714
465,816938,0,0,0.3707923839557827,7992003
466,440294,0,4,0.5990163189686176,1989109
467,792276,1,2,0.6420966704689359,9142179
468,951251,0,0,0.5628390017690811,7129494
469,395570,0,0,0.3864070820443329,3995583
470,736323,0,0,0.336185325210513,6708209
471,725583,0,3,0.7367504567066312,8715275
472,53552,0,0,0.337655738134704,8663516
473,954412,0,0,0.3260615480435063,2584888
474,931629,0,0,0.397676854501618,8624758
475,255230,1,1,0.5639397587703121,2760643
476,31403,0,1,0.4183694551552955,1142403
477,136957,0,0,0.6404242968082149,6393348
478,58535,0,0,0.4393528235041638,903562
479,750889,0,0,,7416146
480,592584,0,1,0.5943032701755666,4020273
481,263154,0,0,0.5343435230995932,3119486
482,842364,0,0,0.6655749122210538,3681517
483,687419,1,2,0.6299704413933573,1734026
484,529208,0,4,,3805518
485,306684,0,0,0.373351589323795,7235293
486,883009,1,3,0.5171035570230498,4713213
487,74704,0,1,0.642882122148452,5779893
488,872809,1,3,,6090368
489,142973,0,0,0.5973913732761367,7040935
490,100513,0,0,0.6807929771269291,9954392
491,984062,0,0,0.5336007026250289,5505541
492,538916,0,0,0.4151650937990213,6172813
493,881409,1,1,0.4063253015050549,8228739
494,967125,0,2,0.6553212691451817,2076683
495,448918,0,0,0.4968286502980371,5853628
496,530396,0,0,0.4859557534361004,5624835
497,157882,0,0,,3043353
498,456215,0,0,0.6523115255341311,9505043
499,464357,2,2,0.8326489563639781,653628
500,28229,0,0,0.3054650662533321,6592913
501,144989,0,0,0.4022045365697117,1633707
502,577557,0,1,0.4377852852275526,6382548
503,29218,0,0,0.5153334590011482,5297940
504,850080,0,0,0.6941612293684088,181797
505,851438,0,0,0.5002226512120536,8303429
506,75241,0,0,0.3908216889202105,6751532
507,292051,0,0,0.4743758463221647,1112632
508,155114,0,0,0.4306990683368308,8051534
509,786259,1,1,0.5581335428975873,3780437
510,444073,0,0,0.4723364781950884,142638
511,55182,0,0,0.5178262960914578,3668350
512,611274,0,1,0.2410288502358532,8819069
513,97079,0,3,0.1658168281115772,5938545
514,178185,0,0,0.4436898161806707,4362737
515,857849,0,2,0.6202129247986814,3375685
516,26255,0,0,0.6412526439911048,7323551
517,787417,0,0,0.2742553244192166,4447454
518,84677,1,0,,2045429
519,993623,0,0,0.3994260117649263,1864914
520,372474,0,0,0.432834683124666,1540572
521,106981,0,1,0.3583071816607221,5850547
522,649313,0,2,,6788799
523,220243,0,2,0.7534863598137707,5022016
524,784778,1,2,0.492497095519908,1698242
525,885018,1,1,,2941645
526,278151,0,2,0.5892665943313239,4300319
527,589915,0,0,,194107
528,481388,0,0,0.335178252213134,2175947
529,827198,0,3,0.6386684047122491,1403101
530,55712,0,0,0.6423132057980685,3266884
531,748080,1,0,0.7259387452028894,2364609
532,877703,0,0,0.5250861267141177,1293046
533,402240,0,0,0.4153303916861797,4613487
534,623818,2,2,0.6711715088389153,2584282
535,191449,0,0,0.4192746833461698,4387833
536,304034,0,6,0.4543385633149859,1608330
537,915799,1,8,0.4377567029047853,1489451
538,788184,0,0,,2336774
539,580249,1,4,0.5295651241224668,4001403
540,166102,1,3,0.5264143768112814,3828435
541,455260,0,0,0.3703704548445514,2363996
542,137502,0,4,0.4930343474504576,8261688
543,147076,0,0,0.3633869168282996,2033688
544,447397,0,0,0.5770224047697959,850307
545,968169,0,0,0.4184594364748849,4638774
546,573424,0,1,0.5612213429105586,8986026
547,94746,0,0,0.3329839492906544,8037645
548,858153,0,1,0.6032046949686207,3592787
549,658967,0,0,0.5649717966582063,4038347
550,829242,0,3,0.4399253543767155,4218121
551,897466,0,1,,5462953
552,57521,1,0,0.3961106587270909,7501690
553,389871,0,0,0.5364485918496174,8187408
554,766476,0,0,0.4283474492507223,1720376
555,382122,1,5,,9267675
556,37701,1,1,0.3502986756122059,9916463
557,678182,0,0,0.5508169075157366,9309765
558,357428,0,0,0.6161564595102141,5689835
559,16345,0,0,0.7225984079757813,7321943
560,380072,0,0,0.3661697993399885,3837407
561,202978,0,4,0.5822851794425411,8685963
562,444245,0,0,0.6137584322972865,1365467
563,836104,1,3,0.4595574011249364,9233350
564,672478,0,0,0.6023013846225884,3530379
565,284939,0,5,0.6741638934694225,1898460
566,753714,2,1,,1750187
567,385568,0,1,0.5359217109364904,1302153
568,769261,0,1,0.5689390308399636,9969734
569,559890,0,0,0.7666604791991664,5555309
570,326316,0,1,0.8147964340698576,2850644
571,626735,0,0,,217444
572,574525,0,0,0.2397431027218714,9990147
573,44924,0,1,0.6619768318362518,2862540
574,877892,0,0,0.7044732697996905,6233461
575,790141,0,0,0.4252740519253045,3885608
576,892723,2,0,0.4878230368490386,9027860
577,236395,0,1,0.2880436023985726,8187619
578,856269,0,2,0.4433163492804039,8861864
579,840085,0,0,,3323923
580,979902,0,0,0.4597597327563366,6806072
581,486182,0,0,0.3893812087842038,6054672
582,734217,2,5,0.5864390926529277,1101999
583,103367,1,2,0.5972652576753138,1682010
584,946258,0,2,0.6550240064494428,2413127
585,108490,0,0,0.481095464318813,6742797
586,35975,0,0,0.4401334295045821,5277065
587,286318,0,3,0.5268062926565421,1134174
588,333970,0,2,0.5159345016123729,913840
589,145697,0,0,0.3727413985220319,3276307
590,819196,0,0,0.658222371703196,6104914
591,826708,0,0,0.5263058774047339,3049118
592,334482,0,0,0.3987767871796487,3063763
593,803266,0,0,0.7120225483789888,4304057
594,636203,0,0,0.5101284382203101,9787125
595,310760,0,0,,7987043
596,19261,0,0,0.3242128570443056,6542615
597,291075,0,3,0.5261674021492678,7621541
598,433426,0,0,0.2278673119725114,3239379
599,289772,0,0,0.4296872807233908,3621415
600,927179,1,0,0.3276112232724698,2949056
601,976974,0,0,0.5163833193499547,2557914
602,615312,0,1,0.6675115716369286,7441725
603,456321,0,0,0.417725758286916,5949360
604,856856,0,0,0.5103623811143531,9517362
605,775,0,0,0.7117532279720963,8912709
606,620196,0,3,0.6018666157702437,9699366
607,510560,0,0,0.4092884350839005,8472791
608,631945,0,1,0.7184007432140638,5538890
609,457682,0,0,0.2877500132860095,5512452
610,646956,0,0,,4749195
611,202964,1,2,0.3759100588244699,7585103
612,2375,1,0,0.3968410195135481,4359844
613,849470,0,0,0.3437975144778142,8578652
614,730415,0,0,0.4761858212677493,7025752
615,749543,0,0,0.4491576896423744,6747975
616,930990,0,0,0.4637010602419435,682131
617,455333,0,0,0.6672969565631758,811602
618,738554,0,0,0.2284575219722873,5533824
619,378210,0,0,0.4548222032963962,3803172
620,772502,0,0,0.2716129810741211,4069307
621,994772,0,1,0.5723973007903935,9112074
622,881849,0,2,0.4584332708673702,8735190
623,39296,0,0,0.4611083027459475,1769790
624,22154,0,0,,2555795
625,603433,1,0,0.5835233024083778,5231489
626,882026,1,1,0.3236713091433241,6432361
627,238126,0,0,0.502503312527169,5648255
628,167407,1,1,,4149114
629,110747,0,3,0.5366328650238356,323669
630,894434,0,2,,2371585
631,402988,0,0,0.7417184644820252,6925420
632,428757,0,2,0.4102782601859696,9527354
633,65338,0,1,0.6129604938167941,8613351
634,322984,0,0,0.6785547828102435,1963711
635,124236,0,0,0.5140972426455589,5978537
636,245004,1,0,0.7351283436011039,5615028
637,942949,1,0,0.4678288191596727,2054948
638,877595,0,0,0.7184794895957197,8810042
639,623455,0,0,0.5467329780323261,6116201
640,138425,0,0,0.4910372690145043,9724033
641,176180,0,0,0.7533420090230535,9271146
642,125702,3,0,0.5119806243563929,4389111
643,911755,1,2,0.4471842921249161,2517963
644,297583,0,3,0.764296108156162,2149771
645,351854,0,3,0.5492042682629945,2398853
646,908318,0,1,0.4397172411112439,6121279
647,350712,0,0,,8255490
648,801470,1,1,0.5162483226846594,5832413
649,843505,0,3,0.2730802145626825,5308616
650,74575,0,0,0.2095867357182056,4535091
651,670220,0,0,0.6140833644712265,6444604
652,441379,0,4,0.4281630460871221,240572
653,551000,0,1,0.6249151692479712,8470789
654,741897,0,0,0.3235317279702856,287241
655,483174,0,0,0.4801721956073917,5146235
656,131420,0,0,0.5628882788617214,8921209
657,271098,0,0,0.3592160443049964,9336371
658,511051,2,2,0.5543453228047174,1311339
659,217086,0,0,0.5835763192486061,2280787
660,280474,0,3,0.5167975603816402,5274121
661,985811,1,1,0.6012662894827044,4106699
