,ID,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,MARRIED,CHILDREN,INCOME,POSTAL_CODE
99,55670,male,majority,10-19y,university,1.0,1.0,upper class,10238
100,545941,female,majority,20-29y,none,1.0,1.0,working class,10238
101,814196,female,majority,0-9y,none,0.0,1.0,middle class,32765
102,560160,female,majority,0-9y,high school,0.0,0.0,poverty,10238
103,320444,male,majority,0-9y,none,0.0,1.0,poverty,10238
104,305793,male,majority,0-9y,high school,1.0,1.0,poverty,10238
105,362190,male,majority,0-9y,high school,0.0,0.0,poverty,10238
106,62647,male,majority,10-19y,high school,0.0,0.0,upper class,10238
107,296948,male,majority,10-19y,university,1.0,1.0,upper class,10238
108,673660,female,majority,30y+,high school,1.0,1.0,upper class,10238
109,945867,male,majority,0-9y,university,0.0,0.0,middle class,10238
110,391880,male,majority,30y+,none,1.0,1.0,middle class,32765
111,241973,female,majority,30y+,high school,1.0,0.0,upper class,10238
112,429503,male,majority,0-9y,high school,0.0,1.0,poverty,10238
113,810013,male,majority,0-9y,university,0.0,0.0,working class,10238
114,663458,female,majority,0-9y,high school,0.0,0.0,poverty,10238
115,879976,male,majority,0-9y,high school,1.0,1.0,working class,32765
116,418841,male,minority,0-9y,none,1.0,0.0,poverty,32765
117,542236,male,minority,10-19y,none,0.0,0.0,working class,10238
118,937573,male,majority,10-19y,university,1.0,1.0,upper class,32765
119,670850,male,majority,0-9y,university,0.0,0.0,working class,10238
120,151252,male,majority,0-9y,university,1.0,0.0,middle class,10238
121,706349,male,majority,10-19y,university,1.0,1.0,upper class,10238
122,602998,male,majority,20-29y,none,1.0,0.0,working class,10238
123,242772,female,majority,10-19y,none,0.0,1.0,middle class,10238
124,393449,female,majority,10-19y,high school,0.0,0.0,middle class,10238
125,380740,male,majority,30y+,university,1.0,1.0,upper class,10238
126,938115,female,majority,0-9y,none,0.0,1.0,poverty,32765
127,727943,male,majority,0-9y,university,0.0,0.0,middle class,10238
128,766309,male,majority,0-9y,high school,0.0,0.0,poverty,10238
129,261229,male,majority,0-9y,university,0.0,1.0,working class,32765
130,60866,male,majority,20-29y,university,0.0,1.0,upper class,10238
131,752797,female,majority,20-29y,high school,0.0,0.0,working class,10238
132,45002,male,majority,30y+,high school,1.0,1.0,upper class,10238
133,482448,male,majority,0-9y,none,0.0,0.0,poverty,32765
134,549142,male,majority,0-9y,university,1.0,1.0,middle class,10238
135,95138,male,majority,20-29y,high school,1.0,0.0,middle class,10238
136,851152,female,majority,10-19y,none,1.0,1.0,working class,10238
137,615991,female,majority,20-29y,high school,1.0,1.0,upper class,10238
138,424820,female,minority,10-19y,high school,1.0,1.0,middle class,10238
139,807847,male,majority,20-29y,university,0.0,1.0,upper class,10238
140,758983,male,majority,20-29y,high school,1.0,0.0,middle class,32765
141,987114,female,majority,0-9y,university,0.0,0.0,middle class,10238
142,873457,male,minority,20-29y,high school,1.0,1.0,middle class,10238
143,699703,female,majority,0-9y,university,1.0,1.0,upper class,92101
144,563342,female,majority,0-9y,university,0.0,1.0,upper class,10238
145,504412,male,majority,10-19y,university,1.0,1.0,working class,10238
146,284106,male,majority,30y+,university,1.0,1.0,upper class,10238
147,78189,female,majority,0-9y,none,0.0,0.0,poverty,32765
148,427520,male,majority,10-19y,university,0.0,0.0,middle class,10238
149,689030,female,majority,20-29y,university,1.0,0.0,upper class,92101
150,966467,male,majority,30y+,university,1.0,1.0,upper class,10238
151,288712,male,majority,30y+,university,1.0,1.0,upper class,10238
152,228114,male,majority,0-9y,high school,1.0,1.0,working class,10238
153,63715,male,majority,20-29y,university,0.0,1.0,upper class,10238
154,624077,female,majority,30y+,none,1.0,1.0,upper class,32765
155,726352,male,minority,10-19y,none,1.0,1.0,poverty,10238
156,150072,female,majority,0-9y,none,0.0,0.0,poverty,21217
157,792396,female,majority,30y+,university,1.0,1.0,upper class,10238
158,768933,male,minority,0-9y,high school,0.0,1.0,working class,10238
159,452356,female,majority,10-19y,none,0.0,1.0,middle class,32765
160,849811,female,minority,30y+,high school,1.0,0.0,upper class,32765
161,579336,female,majority,10-19y,university,1.0,1.0,upper class,10238
162,648922,male,majority,0-9y,university,0.0,0.0,middle class,10238
163,47909,male,majority,10-19y,university,1.0,1.0,upper class,10238
164,619577,female,majority,30y+,university,0.0,1.0,upper class,92101
165,212678,female,majority,20-29y,university,0.0,1.0,upper class,32765
166,579720,male,majority,10-19y,university,0.0,1.0,working class,10238
167,995884,female,majority,20-29y,university,1.0,0.0,upper class,10238
168,226326,female,minority,10-19y,university,0.0,0.0,working class,10238
169,943922,male,majority,10-19y,university,1.0,1.0,upper class,32765
170,510116,male,majority,0-9y,high school,0.0,1.0,middle class,10238
171,536546,female,majority,0-9y,university,1.0,1.0,middle class,10238
172,75592,female,majority,10-19y,high school,0.0,1.0,working class,10238
173,487116,male,majority,10-19y,none,0.0,0.0,working class,10238
174,936820,female,majority,10-19y,high school,0.0,1.0,working class,32765
175,634050,male,majority,10-19y,university,1.0,1.0,upper class,10238
176,307397,male,majority,20-29y,university,0.0,1.0,upper class,10238
177,558748,female,majority,30y+,university,1.0,1.0,upper class,10238
178,856630,female,majority,0-9y,high school,0.0,0.0,middle class,32765
179,200009,male,majority,30y+,university,1.0,1.0,upper class,10238
180,784462,male,majority,30y+,university,1.0,1.0,upper class,32765
181,792252,female,majority,20-29y,university,0.0,1.0,upper class,10238
182,462586,male,majority,10-19y,none,0.0,1.0,working class,10238
183,577965,male,majority,30y+,high school,0.0,1.0,middle class,10238
184,818248,male,majority,20-29y,university,0.0,0.0,upper class,10238
185,491438,male,majority,0-9y,none,0.0,0.0,poverty,10238
186,896587,female,majority,30y+,high school,0.0,1.0,upper class,10238
187,431538,male,majority,0-9y,high school,1.0,0.0,poverty,10238
188,164516,male,majority,0-9y,high school,0.0,0.0,poverty,10238
189,479577,female,majority,20-29y,university,1.0,1.0,upper class,10238
190,395233,male,majority,0-9y,high school,1.0,0.0,upper class,10238
191,221838,male,majority,10-19y,university,1.0,0.0,upper class,10238
192,938476,male,minority,10-19y,high school,1.0,1.0,middle class,32765
193,112454,male,majority,0-9y,none,1.0,1.0,poverty,32765
194,91246,male,majority,10-19y,high school,1.0,1.0,working class,10238
195,2743,female,majority,10-19y,none,1.0,0.0,working class,21217
196,248888,male,majority,0-9y,high school,0.0,1.0,middle class,32765
197,195523,male,majority,0-9y,high school,0.0,0.0,poverty,10238
198,981926,female,majority,20-29y,university,0.0,1.0,upper class,10238
199,593426,male,majority,20-29y,university,0.0,1.0,middle class,32765
200,235574,female,majority,30y+,university,1.0,1.0,upper class,10238
201,440993,male,majority,0-9y,university,0.0,0.0,working class,10238
202,446993,male,majority,0-9y,high school,0.0,0.0,poverty,10238
203,82684,male,majority,10-19y,university,0.0,0.0,upper class,32765
204,301242,female,majority,10-19y,university,0.0,1.0,middle class,10238
205,784122,male,majority,10-19y,university,1.0,1.0,upper class,10238
206,884967,male,majority,30y+,university,1.0,1.0,upper class,10238
207,7722,female,minority,0-9y,high school,0.0,1.0,poverty,10238
208,278557,female,majority,10-19y,none,0.0,1.0,poverty,32765
209,123443,male,majority,10-19y,university,1.0,1.0,upper class,10238
210,112143,female,majority,0-9y,none,0.0,1.0,working class,32765
211,912138,male,majority,10-19y,university,1.0,1.0,working class,32765
212,601305,female,majority,0-9y,university,1.0,1.0,upper class,10238
213,602274,female,majority,0-9y,high school,0.0,0.0,middle class,92101
214,352099,male,majority,10-19y,none,0.0,1.0,middle class,10238
215,660400,male,majority,0-9y,high school,0.0,1.0,poverty,10238
216,267614,female,majority,0-9y,university,0.0,1.0,upper class,10238
217,974380,female,majority,20-29y,high school,0.0,1.0,upper class,32765
218,346585,female,majority,10-19y,high school,1.0,0.0,upper class,10238
219,536135,male,majority,10-19y,high school,1.0,1.0,middle class,92101
220,75569,female,majority,20-29y,high school,1.0,0.0,upper class,10238
221,415320,male,majority,0-9y,none,1.0,0.0,poverty,10238
222,645135,female,majority,10-19y,high school,1.0,1.0,upper class,10238
223,421596,male,majority,30y+,university,1.0,1.0,upper class,10238
224,164636,female,majority,10-19y,university,1.0,1.0,upper class,21217
225,405100,male,majority,10-19y,high school,1.0,0.0,working class,10238
226,315223,female,majority,20-29y,high school,0.0,0.0,middle class,92101
227,628723,female,majority,20-29y,high school,0.0,1.0,middle class,10238
228,483693,female,majority,0-9y,high school,0.0,1.0,working class,32765
229,416795,female,majority,20-29y,high school,0.0,1.0,middle class,32765
230,712973,female,majority,0-9y,none,0.0,0.0,poverty,10238
231,755061,female,minority,0-9y,high school,0.0,0.0,poverty,10238
232,625426,male,majority,20-29y,university,0.0,0.0,upper class,10238
233,162614,male,majority,30y+,university,1.0,1.0,upper class,10238
234,732843,male,majority,20-29y,university,0.0,0.0,middle class,10238
235,466761,female,majority,0-9y,university,1.0,1.0,upper class,10238
236,498232,male,minority,0-9y,high school,0.0,1.0,middle class,32765
237,170391,female,majority,20-29y,high school,1.0,1.0,upper class,10238
238,918640,male,majority,20-29y,high school,1.0,1.0,upper class,32765
239,937134,female,majority,30y+,high school,1.0,1.0,upper class,32765
240,273764,female,majority,20-29y,university,1.0,1.0,upper class,10238
241,418555,female,minority,10-19y,none,0.0,0.0,working class,10238
242,344228,male,majority,0-9y,university,1.0,0.0,upper class,10238
243,809278,female,majority,10-19y,none,0.0,1.0,working class,32765
244,68145,female,majority,0-9y,high school,0.0,0.0,poverty,10238
245,128369,male,majority,20-29y,university,1.0,1.0,upper class,32765
246,194925,female,majority,0-9y,high school,0.0,1.0,poverty,10238
247,303507,female,majority,0-9y,high school,1.0,1.0,poverty,10238
248,244931,male,majority,0-9y,university,1.0,1.0,upper class,10238
249,570030,female,majority,0-9y,none,0.0,1.0,poverty,10238
250,918038,female,majority,10-19y,none,0.0,0.0,poverty,10238
251,102325,female,majority,0-9y,university,0.0,0.0,poverty,10238
252,653061,female,majority,0-9y,university,0.0,1.0,upper class,10238
253,706892,female,majority,20-29y,university,1.0,1.0,upper class,10238
254,761911,male,majority,0-9y,none,0.0,1.0,poverty,32765
255,271656,female,majority,10-19y,high school,1.0,1.0,upper class,32765
256,820690,male,majority,30y+,university,1.0,1.0,upper class,10238
257,622930,female,majority,0-9y,high school,0.0,0.0,working class,10238
258,81394,male,majority,0-9y,none,0.0,1.0,poverty,10238
259,373844,male,majority,0-9y,university,0.0,1.0,upper class,32765
260,368392,male,majority,0-9y,none,0.0,1.0,poverty,10238
261,447175,female,majority,0-9y,high school,0.0,0.0,working class,10238
262,182095,male,majority,20-29y,university,1.0,1.0,middle class,10238
263,451696,female,majority,0-9y,high school,0.0,1.0,upper class,10238
264,953021,male,majority,0-9y,university,0.0,1.0,middle class,10238
265,462465,male,majority,0-9y,high school,0.0,1.0,working class,10238
266,617007,male,majority,10-19y,university,1.0,1.0,upper class,10238
267,560773,male,majority,10-19y,university,1.0,0.0,upper class,10238
268,438008,female,majority,20-29y,high school,0.0,0.0,upper class,10238
269,212573,female,minority,0-9y,high school,0.0,0.0,poverty,10238
270,492516,female,majority,30y+,university,1.0,1.0,upper class,10238
271,538225,female,majority,0-9y,none,1.0,1.0,poverty,10238
272,658402,female,majority,30y+,university,0.0,1.0,upper class,10238
273,325516,female,majority,0-9y,none,1.0,1.0,middle class,10238
274,200283,female,majority,0-9y,university,0.0,1.0,middle class,32765
275,913707,female,majority,0-9y,high school,0.0,1.0,middle class,10238
276,905750,male,majority,20-29y,none,1.0,1.0,middle class,32765
277,107029,male,majority,20-29y,university,0.0,1.0,upper class,10238
278,304803,female,majority,0-9y,high school,1.0,1.0,middle class,32765
279,124204,female,majority,0-9y,none,0.0,0.0,poverty,10238
280,781586,female,majority,10-19y,university,1.0,0.0,upper class,10238
281,644662,male,majority,10-19y,high school,0.0,0.0,working class,32765
282,903407,male,majority,0-9y,none,0.0,1.0,poverty,32765
283,968669,female,majority,30y+,university,1.0,1.0,upper class,32765
284,993267,female,majority,10-19y,high school,0.0,0.0,poverty,10238
285,423938,male,majority,30y+,high school,1.0,0.0,upper class,32765
286,125168,male,majority,0-9y,high school,0.0,0.0,working class,10238
287,175635,female,majority,10-19y,high school,1.0,1.0,poverty,32765
288,525386,female,majority,10-19y,university,1.0,1.0,upper class,10238
289,500215,female,majority,30y+,high school,0.0,1.0,upper class,10238
290,572994,male,majority,20-29y,university,1.0,1.0,upper class,10238
291,58735,male,majority,20-29y,high school,0.0,0.0,upper class,10238
292,319953,female,minority,0-9y,none,1.0,0.0,poverty,10238
293,487355,male,majority,0-9y,high school,0.0,1.0,working class,10238
294,232470,male,majority,0-9y,university,0.0,1.0,poverty,10238
295,565198,male,majority,0-9y,none,0.0,1.0,poverty,10238
296,371727,male,majority,10-19y,university,0.0,1.0,upper class,10238
297,165944,male,majority,10-19y,high school,0.0,1.0,middle class,32765
298,532459,female,majority,0-9y,high school,0.0,0.0,poverty,10238
299,613091,female,majority,20-29y,high school,1.0,1.0,upper class,32765
300,88882,female,majority,10-19y,high school,1.0,1.0,working class,10238
301,187197,male,majority,10-19y,university,1.0,0.0,upper class,10238
302,351757,female,majority,10-19y,none,1.0,1.0,working class,21217
303,735929,male,majority,0-9y,high school,0.0,1.0,poverty,10238
304,224890,male,majority,20-29y,high school,0.0,0.0,upper class,10238
305,864601,male,majority,0-9y,high school,0.0,0.0,poverty,10238
306,485798,female,majority,0-9y,high school,0.0,0.0,poverty,10238
307,733833,male,majority,0-9y,university,1.0,1.0,middle class,92101
308,750465,female,majority,0-9y,none,0.0,1.0,working class,10238
309,660556,male,majority,30y+,none,1.0,1.0,working class,10238
310,28109,male,majority,20-29y,university,1.0,0.0,upper class,32765
311,219960,female,majority,20-29y,high school,0.0,0.0,middle class,10238
312,252894,male,majority,20-29y,university,1.0,1.0,upper class,32765
313,76297,male,majority,0-9y,university,1.0,1.0,upper class,92101
314,763891,female,majority,30y+,university,1.0,1.0,upper class,10238
315,403707,female,minority,20-29y,high school,0.0,1.0,middle class,32765
316,792734,female,majority,0-9y,university,1.0,1.0,upper class,10238
317,268227,male,minority,30y+,high school,1.0,1.0,middle class,10238
318,519764,male,majority,30y+,none,0.0,1.0,middle class,32765
319,912172,male,majority,0-9y,university,1.0,1.0,upper class,32765
320,560068,male,majority,10-19y,high school,1.0,0.0,working class,10238
321,652414,male,majority,0-9y,none,0.0,1.0,poverty,10238
322,126077,female,majority,10-19y,university,0.0,1.0,upper class,10238
323,220269,female,majority,30y+,university,0.0,1.0,upper class,10238
324,136946,male,majority,0-9y,high school,1.0,1.0,upper class,10238
325,379940,male,majority,0-9y,university,0.0,0.0,upper class,32765
326,856902,female,majority,10-19y,high school,0.0,1.0,middle class,10238
327,241888,male,majority,0-9y,university,0.0,1.0,poverty,32765
328,908199,female,majority,10-19y,university,0.0,0.0,upper class,10238
329,373218,female,minority,10-19y,high school,0.0,0.0,working class,10238
330,656042,female,majority,30y+,university,1.0,1.0,upper class,10238
331,313500,male,majority,20-29y,high school,1.0,1.0,middle class,10238
332,919241,male,majority,10-19y,high school,1.0,1.0,upper class,32765
333,647888,female,majority,10-19y,none,0.0,0.0,working class,10238
334,161832,female,majority,0-9y,none,1.0,1.0,working class,10238
335,476769,male,majority,20-29y,university,1.0,1.0,middle class,10238
336,431314,male,majority,0-9y,university,1.0,1.0,middle class,10238
337,351356,male,majority,0-9y,university,0.0,1.0,upper class,32765
338,447424,male,majority,20-29y,high school,0.0,0.0,middle class,10238
339,201707,male,majority,20-29y,high school,0.0,1.0,middle class,32765
340,903320,male,majority,0-9y,high school,1.0,0.0,poverty,10238
341,486639,male,majority,0-9y,university,1.0,1.0,middle class,32765
342,252686,male,majority,10-19y,university,0.0,0.0,middle class,32765
343,233200,female,majority,0-9y,university,0.0,0.0,middle class,10238
344,667165,female,majority,20-29y,university,1.0,0.0,upper class,32765
345,950296,female,majority,30y+,high school,0.0,1.0,upper class,21217
346,243888,male,majority,10-19y,none,0.0,0.0,poverty,10238
347,605896,female,majority,10-19y,none,0.0,1.0,poverty,32765
348,871858,male,minority,0-9y,high school,0.0,1.0,poverty,10238
349,200829,female,majority,20-29y,university,1.0,1.0,upper class,10238
350,319494,female,majority,0-9y,high school,1.0,1.0,upper class,10238
351,959164,male,majority,0-9y,university,0.0,0.0,middle class,10238
352,444813,male,majority,20-29y,university,1.0,1.0,upper class,10238
353,675192,male,majority,10-19y,none,0.0,0.0,middle class,10238
354,546719,male,majority,10-19y,high school,1.0,1.0,working class,10238
355,96803,female,majority,20-29y,university,1.0,0.0,upper class,32765
356,37956,female,majority,10-19y,high school,0.0,1.0,middle class,32765
357,739932,female,majority,0-9y,high school,1.0,1.0,poverty,32765
358,103308,female,majority,30y+,university,1.0,1.0,upper class,32765
359,123892,male,majority,30y+,high school,0.0,1.0,working class,10238
360,824793,male,majority,10-19y,none,0.0,1.0,working class,32765
361,487034,male,majority,10-19y,high school,0.0,0.0,middle class,10238
362,253078,female,majority,10-19y,high school,1.0,0.0,middle class,10238
363,587387,male,majority,10-19y,high school,1.0,1.0,working class,10238
364,334556,male,majority,0-9y,university,0.0,1.0,upper class,10238
365,403057,female,majority,0-9y,high school,1.0,1.0,middle class,10238
366,732295,female,majority,20-29y,university,0.0,0.0,upper class,10238
367,933941,male,majority,10-19y,high school,0.0,1.0,poverty,10238
368,520007,male,majority,0-9y,high school,0.0,1.0,poverty,10238
369,871263,female,majority,10-19y,university,1.0,1.0,upper class,10238
370,864717,male,majority,30y+,high school,0.0,1.0,upper class,92101
371,565346,female,majority,0-9y,high school,0.0,0.0,working class,32765
372,718626,male,majority,10-19y,university,0.0,1.0,upper class,10238
373,921816,female,majority,20-29y,high school,1.0,1.0,upper class,10238
374,431031,male,majority,0-9y,none,1.0,0.0,working class,10238
375,200636,male,majority,10-19y,high school,0.0,1.0,middle class,10238
376,70755,female,majority,0-9y,high school,1.0,0.0,poverty,10238
377,22475,female,majority,0-9y,high school,1.0,0.0,middle class,10238
378,254814,male,majority,10-19y,high school,0.0,1.0,working class,32765
379,799392,female,majority,0-9y,university,0.0,1.0,working class,32765
380,429212,female,majority,0-9y,high school,0.0,0.0,working class,10238
381,408048,female,minority,0-9y,high school,1.0,1.0,upper class,10238
382,312015,female,majority,20-29y,university,0.0,0.0,upper class,10238
383,280243,female,majority,20-29y,high school,1.0,0.0,upper class,10238
384,161784,female,majority,0-9y,none,1.0,1.0,poverty,10238
385,979772,female,majority,30y+,university,1.0,1.0,upper class,32765
386,173922,male,minority,0-9y,university,1.0,1.0,upper class,10238
387,297613,female,majority,0-9y,university,0.0,1.0,upper class,10238
388,178142,male,majority,10-19y,university,1.0,1.0,upper class,10238
389,622497,male,majority,0-9y,high school,0.0,1.0,middle class,10238
390,342957,female,minority,0-9y,university,1.0,1.0,upper class,10238
391,318054,female,majority,10-19y,high school,0.0,1.0,upper class,32765
392,178359,male,majority,20-29y,university,1.0,1.0,upper class,10238
393,821985,male,majority,30y+,university,1.0,1.0,upper class,10238
394,810334,female,majority,10-19y,university,1.0,1.0,upper class,10238
395,818305,male,majority,10-19y,university,1.0,1.0,upper class,92101
396,586430,male,majority,10-19y,university,1.0,1.0,upper class,10238
397,662672,female,majority,10-19y,high school,0.0,0.0,working class,10238
398,770081,female,majority,10-19y,university,0.0,0.0,middle class,10238
399,787457,female,majority,10-19y,high school,0.0,1.0,middle class,10238
400,527739,male,majority,10-19y,university,0.0,0.0,upper class,10238
401,965475,male,majority,10-19y,high school,0.0,1.0,working class,10238
402,692484,female,majority,10-19y,university,0.0,1.0,working class,32765
403,571298,male,majority,0-9y,university,1.0,1.0,upper class,10238
404,701289,female,majority,20-29y,university,0.0,1.0,upper class,10238
405,879256,female,majority,0-9y,none,0.0,1.0,working class,10238
406,649732,male,minority,10-19y,high school,1.0,1.0,upper class,10238
407,855779,female,majority,20-29y,high school,0.0,1.0,upper class,10238
408,625532,male,majority,10-19y,none,1.0,0.0,working class,10238
409,506830,female,majority,20-29y,high school,1.0,1.0,middle class,10238
410,291891,male,majority,10-19y,none,0.0,1.0,working class,32765
411,3025,female,minority,10-19y,university,1.0,1.0,upper class,32765
412,683267,female,majority,0-9y,high school,1.0,1.0,upper class,10238
413,839311,male,majority,30y+,none,1.0,1.0,middle class,10238
414,969959,male,minority,10-19y,high school,0.0,1.0,working class,10238
415,694890,female,majority,10-19y,none,0.0,1.0,middle class,32765
416,912505,male,majority,10-19y,university,0.0,0.0,middle class,92101
417,298912,female,majority,30y+,university,0.0,0.0,upper class,10238
418,336753,male,majority,30y+,high school,1.0,1.0,working class,10238
419,667341,male,majority,0-9y,high school,0.0,0.0,poverty,10238
420,790649,female,majority,0-9y,none,1.0,1.0,middle class,10238
421,967869,female,majority,20-29y,none,1.0,1.0,upper class,32765
422,806032,female,majority,0-9y,none,0.0,0.0,poverty,10238
423,648666,female,majority,10-19y,university,1.0,0.0,middle class,10238
424,21860,female,majority,0-9y,high school,0.0,0.0,working class,32765
425,983493,female,minority,10-19y,none,1.0,1.0,middle class,32765
426,916881,male,majority,10-19y,high school,0.0,1.0,working class,10238
427,381852,male,minority,0-9y,university,0.0,1.0,upper class,92101
428,937208,female,majority,20-29y,university,1.0,1.0,upper class,10238
429,95412,male,minority,20-29y,high school,1.0,1.0,upper class,10238
430,607006,female,majority,20-29y,high school,1.0,1.0,upper class,10238
431,157650,male,majority,0-9y,none,1.0,0.0,middle class,10238
